,Player_ID,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PTS,MIN_num,PLAYER_NAME
184,1628389,5,21,0.238,0,1,0.0,2,2,1.0,7,5,12,6,5,1,1,12,34,Bam Adebayo
185,1628389,7,15,0.467,0,1,0.0,2,5,0.4,3,5,8,5,3,4,0,16,36,Bam Adebayo
186,1628389,12,24,0.5,3,5,0.6,5,6,0.833,5,9,14,2,1,1,1,32,31,Bam Adebayo
187,1628389,3,7,0.429,0,2,0.0,5,6,0.833,1,2,3,4,1,0,1,11,33,Bam Adebayo
188,1628389,5,9,0.556,0,2,0.0,2,4,0.5,1,9,10,4,3,3,1,12,35,Bam Adebayo
189,1628389,6,17,0.353,0,2,0.0,0,1,0.0,4,7,11,3,1,1,1,12,33,Bam Adebayo
190,1628389,1,5,0.2,0,2,0.0,7,10,0.7,3,2,5,1,0,0,0,9,26,Bam Adebayo
191,1630534,6,15,0.4,2,8,0.25,0,0,0.0,1,1,2,1,4,1,1,14,38,Ochai Agbaji
192,1630534,9,12,0.75,6,7,0.857,0,0,0.0,4,2,6,0,3,0,0,24,36,Ochai Agbaji
193,1630534,6,14,0.429,2,7,0.286,1,1,1.0,1,2,3,2,2,0,4,15,30,Ochai Agbaji
194,1630534,6,11,0.545,3,5,0.6,0,0,0.0,1,2,3,1,2,0,0,15,21,Ochai Agbaji
195,1630534,4,9,0.444,1,3,0.333,0,0,0.0,0,3,3,2,1,0,2,9,25,Ochai Agbaji
196,1630534,5,8,0.625,2,5,0.4,0,0,0.0,1,7,8,2,0,0,1,12,22,Ochai Agbaji
197,1630534,3,10,0.3,1,4,0.25,2,2,1.0,1,3,4,3,0,0,2,9,30,Ochai Agbaji
198,1630534,1,8,0.125,0,3,0.0,0,0,0.0,2,5,7,3,0,0,0,2,30,Ochai Agbaji
199,1630534,4,6,0.667,1,3,0.333,0,0,0.0,3,2,5,1,0,1,2,9,26,Ochai Agbaji
200,1630534,7,15,0.467,2,5,0.4,3,3,1.0,0,3,3,2,1,0,0,19,25,Ochai Agbaji
201,1630534,4,10,0.4,2,5,0.4,0,0,0.0,1,3,4,0,1,0,3,10,31,Ochai Agbaji
202,1630534,3,5,0.6,2,2,1.0,0,0,0.0,1,4,5,1,1,0,0,8,24,Ochai Agbaji
203,1630534,2,5,0.4,1,2,0.5,0,0,0.0,1,1,2,0,1,0,0,5,19,Ochai Agbaji
204,1630534,1,4,0.25,0,2,0.0,0,0,0.0,1,2,3,2,1,0,2,2,18,Ochai Agbaji
205,1630534,5,11,0.455,2,4,0.5,3,4,0.75,1,2,3,0,0,1,0,15,25,Ochai Agbaji
206,1630534,5,10,0.5,1,3,0.333,0,0,0.0,0,4,4,1,0,0,2,11,27,Ochai Agbaji
207,1630534,5,8,0.625,0,3,0.0,1,2,0.5,1,4,5,2,0,0,1,11,32,Ochai Agbaji
208,1630534,2,10,0.2,1,7,0.143,3,4,0.75,2,6,8,1,2,0,0,8,30,Ochai Agbaji
209,1630534,5,7,0.714,3,4,0.75,1,2,0.5,2,1,3,2,2,0,0,14,22,Ochai Agbaji
210,1630534,3,5,0.6,1,3,0.333,0,0,0.0,1,2,3,0,1,1,0,7,23,Ochai Agbaji
211,1630534,5,5,1.0,2,2,1.0,0,0,0.0,0,5,5,3,1,3,0,12,20,Ochai Agbaji
212,1630534,2,6,0.333,0,4,0.0,0,0,0.0,0,2,2,1,1,1,1,4,22,Ochai Agbaji
213,1630534,4,8,0.5,3,7,0.429,1,2,0.5,0,3,3,1,3,1,2,12,24,Ochai Agbaji
214,1630534,1,2,0.5,0,0,0.0,0,0,0.0,0,1,1,0,0,0,1,2,12,Ochai Agbaji
215,1630534,2,5,0.4,1,3,0.333,0,0,0.0,1,3,4,1,0,0,0,5,12,Ochai Agbaji
216,1630534,5,8,0.625,2,5,0.4,0,0,0.0,1,2,3,0,0,2,0,12,25,Ochai Agbaji
217,1630534,2,2,1.0,0,0,0.0,0,0,0.0,0,0,0,1,1,0,0,4,9,Ochai Agbaji
218,1630534,1,5,0.2,0,4,0.0,0,0,0.0,1,3,4,1,1,1,0,2,24,Ochai Agbaji
219,1630534,6,9,0.667,3,5,0.6,0,0,0.0,1,2,3,1,0,0,0,15,33,Ochai Agbaji
220,1630534,5,8,0.625,2,2,1.0,2,2,1.0,2,1,3,2,1,2,1,14,37,Ochai Agbaji
221,1630534,1,7,0.143,0,4,0.0,0,0,0.0,1,2,3,1,0,1,3,2,25,Ochai Agbaji
222,1630534,1,6,0.167,1,4,0.25,0,0,0.0,2,2,4,3,0,0,2,3,18,Ochai Agbaji
223,1630534,4,11,0.364,1,6,0.167,1,2,0.5,0,0,0,2,0,0,0,10,25,Ochai Agbaji
224,1630534,2,6,0.333,0,4,0.0,0,0,0.0,0,2,2,1,0,0,0,4,20,Ochai Agbaji
225,1630534,7,14,0.5,1,3,0.333,0,0,0.0,1,4,5,1,1,0,1,15,32,Ochai Agbaji
226,1630534,8,16,0.5,4,8,0.5,0,0,0.0,0,5,5,1,1,0,0,20,36,Ochai Agbaji
227,1630534,6,10,0.6,1,5,0.2,2,4,0.5,1,2,3,0,0,1,0,15,31,Ochai Agbaji
228,1630534,6,8,0.75,1,3,0.333,0,0,0.0,1,2,3,0,1,0,0,13,30,Ochai Agbaji
229,1630534,3,9,0.333,1,4,0.25,0,0,0.0,2,3,5,4,1,0,1,7,32,Ochai Agbaji
230,1630534,2,6,0.333,0,3,0.0,0,0,0.0,0,2,2,0,0,0,1,4,20,Ochai Agbaji
231,1630534,2,6,0.333,1,3,0.333,0,0,0.0,0,0,0,2,0,0,0,5,22,Ochai Agbaji
232,1630534,5,7,0.714,3,3,1.0,0,0,0.0,1,2,3,2,2,1,1,13,36,Ochai Agbaji
233,1630534,3,8,0.375,1,3,0.333,0,0,0.0,2,3,5,3,0,1,0,7,38,Ochai Agbaji
234,1630534,5,8,0.625,3,4,0.75,0,0,0.0,1,4,5,3,0,0,0,13,32,Ochai Agbaji
235,1630534,9,10,0.9,6,7,0.857,0,0,0.0,0,6,6,2,1,1,0,24,28,Ochai Agbaji
236,1630534,0,4,0.0,0,3,0.0,0,0,0.0,0,1,1,1,1,0,1,0,24,Ochai Agbaji
237,1630534,4,6,0.667,1,3,0.333,0,0,0.0,1,4,5,1,0,0,1,9,27,Ochai Agbaji
238,1630534,2,5,0.4,0,1,0.0,0,0,0.0,0,0,0,1,1,0,1,4,27,Ochai Agbaji
